ID, king_code, king_year, king_month, jyear, jmonth, jday, JDat00h, moon_age
578,k002,25,10,-579,12,28,1509939.5,2
579,k002,25,11,-578,1,27,1509969.5,2
580,k002,25,12,-578,2,25,1509998.5,2
581,k002,26,1,-578,3,26,1510027.5,1
582,k002,26,2,-578,4,25,1510057.5,2
583,k002,26,3,-578,5,24,1510086.5,1
584,k002,26,4,-578,6,23,1510116.5,2
585,k002,26,5,-578,7,23,1510146.5,2
586,k002,26,6,-578,8,22,1510176.5,3
587,k002,26,7,-578,9,20,1510205.5,2
588,k002,26,8,-578,10,20,1510235.5,3
589,k002,26,9,-578,11,19,1510265.5,3
590,k002,26,10,-578,12,18,1510294.5,2
591,k002,26,11,-577,1,16,1510323.5,2
592,k002,26,12,-577,2,15,1510353.5,2
593,k002,26,12.5,-577,3,16,1510382.5,2
594,k002,27,1,-577,4,14,1510411.5,1
595,k002,27,2,-577,5,14,1510441.5,2
596,k002,27,3,-577,6,12,1510470.5,1
597,k002,27,4,-577,7,12,1510500.5,2
598,k002,27,5,-577,8,10,1510529.5,1
599,k002,27,6,-577,9,9,1510559.5,2
600,k002,27,7,-577,10,9,1510589.5,2
601,k002,27,8,-577,11,8,1510619.5,3
602,k002,27,9,-577,12,7,1510648.5,2
603,k002,27,10,-576,1,6,1510678.5,3
604,k002,27,11,-576,2,4,1510707.5,2
605,k002,27,12,-576,3,5,1510737.5,3
606,k002,28,1,-576,4,3,1510766.5,2
607,k002,28,2,-576,5,2,1510795.5,1
608,k002,28,3,-576,6,1,1510825.5,2
609,k002,28,4,-576,6,30,1510854.5,1
610,k002,28,5,-576,7,30,1510884.5,2
611,k002,28,6,-576,8,28,1510913.5,1
612,k002,28,7,-576,9,27,1510943.5,2
613,k002,28,8,-576,10,27,1510973.5,2
614,k002,28,9,-576,11,25,1511002.5,2
615,k002,28,10,-576,12,25,1511032.5,2
616,k002,28,11,-575,1,24,1511062.5,3
617,k002,28,12,-575,2,22,1511091.5,2
618,k002,28,12.5,-575,3,24,1511121.5,3
619,k002,29,1,-575,4,22,1511150.5,2
620,k002,29,2,-575,5,21,1511179.5,2
621,k002,29,3,-575,6,20,1511209.5,2
622,k002,29,4,-575,7,19,1511238.5,2
623,k002,29,5,-575,8,18,1511268.5,2
624,k002,29,6,-575,9,16,1511297.5,1
625,k002,29,7,-575,10,16,1511327.5,2
626,k002,29,8,-575,11,14,1511356.5,1
627,k002,29,9,-575,12,14,1511386.5,2
628,k002,29,10,-574,1,13,1511416.5,2
629,k002,29,11,-574,2,11,1511445.5,2
630,k002,29,12,-574,3,13,1511475.5,2
631,k002,30,1,-574,4,12,1511505.5,3
632,k002,30,2,-574,5,11,1511534.5,2
633,k002,30,3,-574,6,9,1511563.5,2
634,k002,30,4,-574,7,9,1511593.5,2
635,k002,30,5,-574,8,7,1511622.5,2
636,k002,30,6,-574,9,6,1511652.5,2
637,k002,30,7,-574,10,5,1511681.5,2
638,k002,30,8,-574,11,4,1511711.5,2
639,k002,30,9,-574,12,3,1511740.5,1
640,k002,30,10,-573,1,2,1511770.5,2
641,k002,30,11,-573,1,31,1511799.5,1
642,k002,30,12,-573,3,2,1511829.5,2
643,k002,31,1,-573,4,1,1511859.5,2
644,k002,31,2,-573,4,30,1511888.5,2
645,k002,31,3,-573,5,30,1511918.5,2
646,k002,31,4,-573,6,28,1511947.5,2
647,k002,31,5,-573,7,28,1511977.5,2
648,k002,31,6,-573,8,26,1512006.5,2
649,k002,31,6.5,-573,9,25,1512036.5,2
650,k002,31,7,-573,10,24,1512065.5,2
651,k002,31,8,-573,11,22,1512094.5,1
652,k002,31,9,-573,12,22,1512124.5,2
653,k002,31,10,-572,1,20,1512153.5,1
654,k002,31,11,-572,2,19,1512183.5,2
655,k002,31,12,-572,3,20,1512213.5,2
656,k002,32,1,-572,4,19,1512243.5,2
657,k002,32,2,-572,5,18,1512272.5,2
658,k002,32,3,-572,6,17,1512302.5,2
659,k002,32,4,-572,7,16,1512331.5,2
660,k002,32,5,-572,8,15,1512361.5,2
661,k002,32,6,-572,9,13,1512390.5,2
662,k002,32,7,-572,10,13,1512420.5,2
663,k002,32,8,-572,11,11,1512449.5,2
664,k002,32,9,-572,12,10,1512478.5,1
665,k002,32,10,-571,1,9,1512508.5,2
666,k002,32,11,-571,2,7,1512537.5,1
667,k002,32,12,-571,3,9,1512567.5,2
668,k002,33,1,-571,4,8,1512597.5,2
669,k002,33,2,-571,5,7,1512626.5,2
670,k002,33,3,-571,6,6,1512656.5,2
671,k002,33,4,-571,7,6,1512686.5,3
672,k002,33,5,-571,8,4,1512715.5,2
673,k002,33,6,-571,9,3,1512745.5,2
674,k002,33,7,-571,10,2,1512774.5,2
675,k002,33,8,-571,11,1,1512804.5,2
676,k002,33,9,-571,11,30,1512833.5,2
677,k002,33,10,-571,12,29,1512862.5,1
678,k002,33,11,-570,1,28,1512892.5,2
679,k002,33,12,-570,2,26,1512921.5,1
680,k002,33,12.5,-570,3,28,1512951.5,2
681,k002,34,1,-570,4,26,1512980.5,1
682,k002,34,2,-570,5,26,1513010.5,2
683,k002,34,3,-570,6,25,1513040.5,2
684,k002,34,4,-570,7,24,1513069.5,2
685,k002,34,5,-570,8,23,1513099.5,2
686,k002,34,6,-570,9,22,1513129.5,3
687,k002,34,7,-570,10,21,1513158.5,2
688,k002,34,8,-570,11,20,1513188.5,2
689,k002,34,9,-570,12,19,1513217.5,2
690,k002,34,10,-569,1,18,1513247.5,2
691,k002,34,11,-569,2,16,1513276.5,2
692,k002,34,12,-569,3,17,1513305.5,1
693,k002,35,1,-569,4,16,1513335.5,2
694,k002,35,2,-569,5,15,1513364.5,1
695,k002,35,3,-569,6,14,1513394.5,2
696,k002,35,4,-569,7,13,1513423.5,1
697,k002,35,5,-569,8,12,1513453.5,2
698,k002,35,6,-569,9,10,1513482.5,1
699,k002,35,7,-569,10,10,1513512.5,2
700,k002,35,8,-569,11,9,1513542.5,2
701,k002,35,9,-569,12,9,1513572.5,3
702,k002,35,10,-568,1,7,1513601.5,2
703,k002,35,11,-568,2,6,1513631.5,3
704,k002,35,12,-568,3,6,1513660.5,2
705,k002,36,1,-568,4,4,1513689.5,1
706,k002,36,2,-568,5,4,1513719.5,2
707,k002,36,3,-568,6,2,1513748.5,1
708,k002,36,4,-568,7,1,1513777.5,1
709,k002,36,5,-568,7,31,1513807.5,1
710,k002,36,6,-568,8,30,1513837.5,2
711,k002,36,7,-568,9,28,1513866.5,1
712,k002,36,8,-568,10,28,1513896.5,2
713,k002,36,9,-568,11,27,1513926.5,2
714,k002,36,10,-568,12,27,1513956.5,3
715,k002,36,11,-567,1,25,1513985.5,2
716,k002,36,12,-567,2,24,1514015.5,3
717,k002,36,12.5,-567,3,25,1514044.5,2
718,k002,37,1,-567,4,23,1514073.5,2
719,k002,37,2,-567,5,23,1514103.5,2
720,k002,37,3,-567,6,21,1514132.5,2
721,k002,37,4,-567,7,20,1514161.5,1
722,k002,37,5,-567,8,19,1514191.5,1
723,k002,37,6,-567,9,17,1514220.5,1
724,k002,37,7,-567,10,17,1514250.5,1
725,k002,37,8,-567,11,16,1514280.5,2
726,k002,37,9,-567,12,16,1514310.5,2
727,k002,37,10,-566,1,15,1514340.5,3
728,k002,37,11,-566,2,13,1514369.5,2
729,k002,37,12,-566,3,15,1514399.5,3
730,k002,38,1,-566,4,13,1514428.5,2
731,k002,38,2,-566,5,12,1514457.5,2
732,k002,38,3,-566,6,11,1514487.5,2
733,k002,38,4,-566,7,10,1514516.5,2
734,k002,38,5,-566,8,8,1514545.5,1
735,k002,38,6,-566,9,7,1514575.5,2
736,k002,38,7,-566,10,6,1514604.5,1
737,k002,38,8,-566,11,5,1514634.5,1
738,k002,38,9,-566,12,5,1514664.5,2
739,k002,38,10,-565,1,4,1514694.5,2
740,k002,38,11,-565,2,2,1514723.5,2
741,k002,38,12,-565,3,4,1514753.5,2
742,k002,39,1,-565,4,2,1514782.5,2
743,k002,39,2,-565,5,2,1514812.5,2
744,k002,39,3,-565,5,31,1514841.5,2
745,k002,39,4,-565,6,29,1514870.5,1
746,k002,39,5,-565,7,29,1514900.5,2
747,k002,39,6,-565,8,27,1514929.5,1
748,k002,39,7,-565,9,26,1514959.5,2
749,k002,39,8,-565,10,25,1514988.5,1
750,k002,39,9,-565,11,24,1515018.5,2
751,k002,39,10,-565,12,24,1515048.5,2
752,k002,39,11,-564,1,22,1515077.5,2
753,k002,39,12,-564,2,21,1515107.5,2
754,k002,40,1,-564,3,22,1515137.5,2
755,k002,40,2,-564,4,20,1515166.5,2
756,k002,40,3,-564,5,20,1515196.5,2
757,k002,40,4,-564,6,18,1515225.5,2
758,k002,40,5,-564,7,17,1515254.5,1
759,k002,40,6,-564,8,16,1515284.5,2
760,k002,40,7,-564,9,14,1515313.5,1
761,k002,40,8,-564,10,14,1515343.5,2
762,k002,40,9,-564,11,13,1515373.5,2
763,k002,40,10,-564,12,12,1515402.5,2
764,k002,40,11,-563,1,11,1515432.5,2
765,k002,40,12,-563,2,9,1515461.5,2
766,k002,41,1,-563,3,11,1515491.5,2
767,k002,41,2,-563,4,9,1515520.5,2
768,k002,41,3,-563,5,9,1515550.5,2
769,k002,41,4,-563,6,7,1515579.5,2
770,k002,41,5,-563,7,7,1515609.5,2
771,k002,41,6,-563,8,5,1515638.5,1
772,k002,41,6.5,-563,9,4,1515668.5,2
773,k002,41,7,-563,10,4,1515698.5,2
774,k002,41,8,-563,11,2,1515727.5,2
775,k002,41,9,-563,12,2,1515757.5,2
776,k002,41,10,-563,12,31,1515786.5,2
777,k002,41,11,-562,1,29,1515815.5,1
778,k002,41,12,-562,2,28,1515845.5,2
779,k002,42,1,-562,3,29,1515874.5,1
780,k002,42,2,-562,4,28,1515904.5,2
781,k002,42,3,-562,5,28,1515934.5,2
782,k002,42,4,-562,6,26,1515963.5,2
783,k002,42,5,-562,7,26,1515993.5,2
784,k002,42,6,-562,8,25,1516023.5,3
785,k002,42,7,-562,9,23,1516052.5,2
786,k002,42,8,-562,10,23,1516082.5,2
787,k002,42,9,-562,11,21,1516111.5,2
788,k002,42,10,-562,12,21,1516141.5,2
789,k002,42,11,-561,1,19,1516170.5,2
790,k002,42,12,-561,2,17,1516199.5,1
791,k002,42,12.5,-561,3,19,1516229.5,2
792,k002,43,1,-561,4,17,1516258.5,1
793,k002,43,2,-561,5,17,1516288.5,2
794,k002,43,3,-561,6,15,1516317.5,1
795,k002,43,4,-561,7,15,1516347.5,2
796,k002,43,5,-561,8,14,1516377.5,2
797,k002,43,6,-561,9,13,1516407.5,3
798,k002,43,7,-561,10,13,1516437.5,3
799,k002,43,8,-561,11,11,1516466.5,3
800,k002,43,9,-561,12,10,1516495.5,2
801,k002,43,10,-560,1,9,1516525.5,3
802,k002,43,11,-560,2,7,1516554.5,2
803,k002,43,12,-560,3,7,1516583.5,1
804,k003,1,1,-560,4,6,1516613.5,2
805,k003,1,2,-560,5,5,1516642.5,1
806,k003,1,3,-560,6,3,1516671.5,1
807,k003,1,4,-560,7,3,1516701.5,1
808,k003,1,5,-560,8,2,1516731.5,2
809,k003,1,6,-560,9,1,1516761.5,2
810,k003,1,7,-560,10,1,1516791.5,3
811,k003,1,8,-560,10,30,1516820.5,2
812,k003,1,9,-560,11,29,1516850.5,3
813,k003,1,10,-560,12,28,1516879.5,2
814,k003,1,11,-559,1,27,1516909.5,3
815,k003,1,12,-559,2,25,1516938.5,2
816,k003,2,1,-559,3,26,1516967.5,2
817,k003,2,2,-559,4,24,1516996.5,1
818,k003,2,3,-559,5,24,1517026.5,2
819,k003,2,4,-559,6,22,1517055.5,1
820,k003,2,5,-559,7,22,1517085.5,1
821,k003,2,6,-559,8,21,1517115.5,2
822,k003,2,7,-559,9,20,1517145.5,2
823,k003,2,8,-559,10,20,1517175.5,3
824,k003,2,9,-559,11,18,1517204.5,2
825,k003,2,10,-559,12,18,1517234.5,3
826,k003,2,11,-558,1,16,1517263.5,2
827,k003,2,12,-558,2,15,1517293.5,3
828,k003,2,12.5,-558,3,16,1517322.5,2
829,k004,1,1,-558,4,14,1517351.5,2
830,k004,1,2,-558,5,14,1517381.5,2
831,k004,1,3,-558,6,12,1517410.5,2
832,k004,1,4,-558,7,11,1517439.5,1
833,k004,1,5,-558,8,10,1517469.5,2
834,k004,1,6,-558,9,9,1517499.5,2
835,k004,1,7,-558,10,9,1517529.5,2
836,k004,1,8,-558,11,7,1517558.5,2
837,k004,1,9,-558,12,7,1517588.5,2
838,k004,1,10,-557,1,5,1517617.5,2
839,k004,1,11,-557,2,4,1517647.5,2
840,k004,1,12,-557,3,5,1517676.5,2
841,k004,2,1,-557,4,4,1517706.5,2
842,k004,2,2,-557,5,3,1517735.5,2
843,k004,2,3,-557,6,2,1517765.5,2
844,k004,2,4,-557,7,1,1517794.5,2
845,k004,2,5,-557,7,31,1517824.5,2
846,k004,2,6,-557,8,29,1517853.5,2
847,k004,2,7,-557,9,28,1517883.5,2
848,k004,2,8,-557,10,27,1517912.5,2
849,k004,2,9,-557,11,26,1517942.5,2
850,k004,2,10,-557,12,25,1517971.5,2
851,k004,2,11,-556,1,24,1518001.5,2
852,k004,2,12,-556,2,23,1518031.5,2
853,k004,3,1,-556,3,23,1518060.5,2
854,k004,3,2,-556,4,22,1518090.5,2
855,k004,3,3,-556,5,21,1518119.5,2
856,k004,3,4,-556,6,20,1518149.5,2
857,k004,3,5,-556,7,19,1518178.5,2
858,k004,3,6,-556,8,18,1518208.5,2
859,k004,3,7,-556,9,16,1518237.5,2
860,k004,3,8,-556,10,15,1518266.5,1
861,k004,3,9,-556,11,14,1518296.5,2
862,k004,3,10,-556,12,13,1518325.5,1
863,k004,3,11,-555,1,12,1518355.5,2
864,k004,3,12,-555,2,11,1518385.5,2
865,k004,3,12.5,-555,3,12,1518414.5,2
866,k004,4,1,-555,4,11,1518444.5,2
867,k004,4,2,-555,5,11,1518474.5,3
868,k004,4,3,-555,6,9,1518503.5,2
869,k004,4,4,-555,7,9,1518533.5,2
870,k004,4,5,-555,8,7,1518562.5,2
871,k004,4,6,-555,9,6,1518592.5,2
872,k004,4,7,-555,10,5,1518621.5,2
873,k004,4,8,-555,11,3,1518650.5,1
874,k004,4,9,-555,12,3,1518680.5,2
875,k004,4,10,-554,1,1,1518709.5,1
876,k004,4,11,-554,1,30,1518738.5,1
877,k004,4,12,-554,3,1,1518768.5,1
878,k005,1,1,-554,3,31,1518798.5,2
879,k005,1,2,-554,4,30,1518828.5,2
880,k005,1,3,-554,5,30,1518858.5,3
881,k005,1,4,-554,6,28,1518887.5,2
882,k005,1,5,-554,7,28,1518917.5,3
883,k005,1,6,-554,8,26,1518946.5,2
884,k005,1,7,-554,9,25,1518976.5,3
885,k005,1,8,-554,10,24,1519005.5,2
886,k005,1,9,-554,11,22,1519034.5,1
887,k005,1,10,-554,12,22,1519064.5,2
888,k005,1,11,-553,1,20,1519093.5,1
889,k005,1,12,-553,2,19,1519123.5,2
890,k005,1,12.5,-553,3,20,1519152.5,1
891,k005,2,1,-553,4,19,1519182.5,2
892,k005,2,2,-553,5,19,1519212.5,2
893,k005,2,3,-553,6,17,1519241.5,2
894,k005,2,4,-553,7,17,1519271.5,2
895,k005,2,5,-553,8,15,1519300.5,2
896,k005,2,6,-553,9,14,1519330.5,2
897,k005,2,7,-553,10,14,1519360.5,3
898,k005,2,8,-553,11,12,1519389.5,2
899,k005,2,9,-553,12,11,1519418.5,2
900,k005,2,10,-552,1,10,1519448.5,2
901,k005,2,11,-552,2,8,1519477.5,1
902,k005,2,12,-552,3,9,1519507.5,2
903,k005,3,1,-552,4,7,1519536.5,1
904,k005,3,2,-552,5,7,1519566.5,2
905,k005,3,3,-552,6,5,1519595.5,1
906,k005,3,4,-552,7,5,1519625.5,2
907,k005,3,5,-552,8,3,1519654.5,1
908,k005,3,6,-552,9,2,1519684.5,2
909,k005,3,7,-552,10,2,1519714.5,2
910,k005,3,8,-552,10,31,1519743.5,2
911,k005,3,9,-552,11,30,1519773.5,2
912,k005,3,10,-552,12,29,1519802.5,2
913,k005,3,11,-551,1,28,1519832.5,2
914,k005,3,12,-551,2,26,1519861.5,2
915,k005,3,12.5,-551,3,28,1519891.5,2
916,k005,4,1,-551,4,26,1519920.5,2
917,k005,4,2,-551,5,25,1519949.5,1
918,k005,4,3,-551,6,24,1519979.5,1
919,k005,4,4,-551,7,23,1520008.5,1
920,k005,4,5,-551,8,22,1520038.5,1
921,k005,4,6,-551,9,21,1520068.5,2
922,k005,4,7,-551,10,21,1520098.5,2
923,k005,4,8,-551,11,19,1520127.5,2
924,k005,4,9,-551,12,19,1520157.5,2
925,k005,4,10,-550,1,18,1520187.5,3
926,k005,4,11,-550,2,16,1520216.5,2
927,k005,4,12,-550,3,17,1520245.5,2
928,k005,5,1,-550,4,16,1520275.5,2
929,k005,5,2,-550,5,15,1520304.5,2
930,k005,5,3,-550,6,13,1520333.5,1
931,k005,5,4,-550,7,13,1520363.5,2
932,k005,5,5,-550,8,11,1520392.5,1
933,k005,5,6,-550,9,10,1520422.5,2
934,k005,5,7,-550,10,10,1520452.5,2
935,k005,5,8,-550,11,8,1520481.5,1
936,k005,5,9,-550,12,8,1520511.5,2
937,k005,5,10,-549,1,7,1520541.5,2
938,k005,5,11,-549,2,6,1520571.5,3
939,k005,5,12,-549,3,7,1520600.5,2
940,k005,6,1,-549,4,5,1520629.5,2
941,k005,6,2,-549,5,5,1520659.5,2
942,k005,6,3,-549,6,3,1520688.5,2
943,k005,6,4,-549,7,2,1520717.5,1
944,k005,6,5,-549,8,1,1520747.5,2
945,k005,6,6,-549,8,30,1520776.5,1
946,k005,6,7,-549,9,29,1520806.5,2
947,k005,6,8,-549,10,29,1520836.5,2
948,k005,6,9,-549,11,27,1520865.5,2
949,k005,6,10,-549,12,27,1520895.5,2
950,k005,6,11,-548,1,26,1520925.5,2
951,k005,6,12,-548,2,24,1520954.5,2
952,k005,6,12.5,-548,3,25,1520984.5,2
953,k005,7,1,-548,4,23,1521013.5,2
954,k005,7,2,-548,5,23,1521043.5,2
955,k005,7,3,-548,6,21,1521072.5,2
956,k005,7,4,-548,7,20,1521101.5,1
957,k005,7,5,-548,8,19,1521131.5,2
958,k005,7,6,-548,9,17,1521160.5,1
959,k005,7,7,-548,10,17,1521190.5,2
960,k005,7,8,-548,11,16,1521220.5,2
961,k005,7,9,-548,12,15,1521249.5,2
962,k005,7,10,-547,1,14,1521279.5,2
963,k005,7,11,-547,2,13,1521309.5,3
964,k005,7,12,-547,3,14,1521338.5,2
965,k005,8,1,-547,4,13,1521368.5,3
966,k005,8,2,-547,5,12,1521397.5,2
967,k005,8,3,-547,6,11,1521427.5,2
968,k005,8,4,-547,7,10,1521456.5,2
969,k005,8,5,-547,8,8,1521485.5,1
970,k005,8,6,-547,9,7,1521515.5,2
971,k005,8,7,-547,10,6,1521544.5,1
972,k005,8,8,-547,11,5,1521574.5,2
973,k005,8,9,-547,12,5,1521604.5,2
974,k005,8,10,-546,1,3,1521633.5,2
975,k005,8,11,-546,2,2,1521663.5,2
976,k005,8,12,-546,3,3,1521692.5,2
977,k005,9,1,-546,4,2,1521722.5,2
978,k005,9,2,-546,5,2,1521752.5,3
979,k005,9,3,-546,5,31,1521781.5,2
980,k005,9,4,-546,6,29,1521810.5,2
981,k005,9,5,-546,7,29,1521840.5,2
982,k005,9,6,-546,8,27,1521869.5,2
983,k005,9,7,-546,9,26,1521899.5,2
984,k005,9,8,-546,10,25,1521928.5,1
985,k005,9,9,-546,11,24,1521958.5,2
986,k005,9,10,-546,12,23,1521987.5,1
987,k005,9,11,-545,1,22,1522017.5,2
988,k005,9,12,-545,2,20,1522046.5,1
989,k005,10,1,-545,3,22,1522076.5,2
990,k005,10,2,-545,4,21,1522106.5,2
991,k005,10,3,-545,5,20,1522135.5,2
992,k005,10,4,-545,6,19,1522165.5,2
993,k005,10,5,-545,7,18,1522194.5,2
994,k005,10,6,-545,8,17,1522224.5,2
995,k005,10,6.5,-545,9,15,1522253.5,2
996,k005,10,7,-545,10,15,1522283.5,2
997,k005,10,8,-545,11,14,1522313.5,3
998,k005,10,9,-545,12,13,1522342.5,2
999,k005,10,10,-544,1,11,1522371.5,1
1000,k005,10,11,-544,2,10,1522401.5,2
1001,k005,10,12,-544,3,10,1522430.5,1
1002,k005,11,1,-544,4,9,1522460.5,2
1003,k005,11,2,-544,5,8,1522489.5,1
1004,k005,11,3,-544,6,7,1522519.5,2
1005,k005,11,4,-544,7,6,1522548.5,1
1006,k005,11,5,-544,8,5,1522578.5,2
1007,k005,11,6,-544,9,4,1522608.5,2
1008,k005,11,7,-544,10,3,1522637.5,2
1009,k005,11,8,-544,11,2,1522667.5,2
1010,k005,11,9,-544,12,2,1522697.5,3
1011,k005,11,10,-544,12,31,1522726.5,2
1012,k005,11,11,-543,1,29,1522755.5,2
1013,k005,11,12,-543,2,28,1522785.5,2
1014,k005,12,1,-543,3,29,1522814.5,2
1015,k005,12,2,-543,4,27,1522843.5,1
1016,k005,12,3,-543,5,27,1522873.5,1
1017,k005,12,4,-543,6,25,1522902.5,1
1018,k005,12,5,-543,7,25,1522932.5,1
1019,k005,12,6,-543,8,24,1522962.5,2
1020,k005,12,7,-543,9,23,1522992.5,2
1021,k005,12,8,-543,10,23,1523022.5,3
1022,k005,12,9,-543,11,21,1523051.5,2
1023,k005,12,10,-543,12,21,1523081.5,3
1024,k005,12,11,-542,1,19,1523110.5,2
1025,k005,12,12,-542,2,17,1523139.5,2
1026,k005,12,12.5,-542,3,19,1523169.5,2
1027,k005,13,1,-542,4,17,1523198.5,2
1028,k005,13,2,-542,5,16,1523227.5,1
1029,k005,13,3,-542,6,15,1523257.5,2
1030,k005,13,4,-542,7,14,1523286.5,1
1031,k005,13,5,-542,8,13,1523316.5,2
1032,k005,13,6,-542,9,12,1523346.5,2
1033,k005,13,7,-542,10,12,1523376.5,2
1034,k005,13,8,-542,11,11,1523406.5,3
1035,k005,13,9,-542,12,10,1523435.5,2
1036,k005,13,10,-541,1,9,1523465.5,3
1037,k005,13,11,-541,2,7,1523494.5,2
1038,k005,13,12,-541,3,8,1523523.5,2
1039,k005,14,1,-541,4,6,1523552.5,1
1040,k005,14,2,-541,5,6,1523582.5,2
1041,k005,14,3,-541,6,4,1523611.5,1
1042,k005,14,4,-541,7,4,1523641.5,2
1043,k005,14,5,-541,8,2,1523670.5,1
1044,k005,14,6,-541,9,1,1523700.5,2
1045,k005,14,7,-541,10,1,1523730.5,2
1046,k005,14,8,-541,10,30,1523759.5,2
1047,k005,14,9,-541,11,29,1523789.5,2
1048,k005,14,10,-541,12,29,1523819.5,2
1049,k005,14,11,-540,1,27,1523848.5,2
1050,k005,14,12,-540,2,26,1523878.5,2
1051,k005,15,1,-540,3,26,1523907.5,2
1052,k005,15,2,-540,4,25,1523937.5,2
1053,k005,15,3,-540,5,24,1523966.5,2
1054,k005,15,4,-540,6,22,1523995.5,1
1055,k005,15,5,-540,7,22,1524025.5,2
1056,k005,15,6,-540,8,20,1524054.5,1
1057,k005,15,7,-540,9,19,1524084.5,2
1058,k005,15,8,-540,10,18,1524113.5,1
1059,k005,15,9,-540,11,17,1524143.5,2
1060,k005,15,10,-540,12,17,1524173.5,2
1061,k005,15,11,-539,1,16,1524203.5,3
1062,k005,15,12,-539,2,14,1524232.5,2
1063,k005,15,12.5,-539,3,16,1524262.5,3
1064,k005,16,1,-539,4,14,1524291.5,2
1065,k005,16,2,-539,5,14,1524321.5,2
1066,k005,16,3,-539,6,12,1524350.5,2
1067,k005,16,4,-539,7,11,1524379.5,1
1068,k005,16,5,-539,8,10,1524409.5,2
1069,k005,16,6,-539,9,8,1524438.5,1
1070,k005,16,7,-539,10,8,1524468.5,2
1071,k005,16,8,-539,11,7,1524498.5,2
1072,k005,16,9,-539,12,6,1524527.5,2
1073,k005,16,10,-538,1,5,1524557.5,2
1074,k005,16,11,-538,2,3,1524586.5,2
1075,k005,16,12,-538,3,5,1524616.5,2
1076,k005,17,1,-538,4,4,1524646.5,3
1077,k005,17,2,-538,5,3,1524675.5,2
1078,k005,17,3,-538,6,2,1524705.5,3
1079,k005,17,4,-538,7,1,1524734.5,2
1080,k005,17,5,-538,7,31,1524764.5,3
1081,k005,17,6,-538,8,29,1524793.5,2
1082,k005,17,7,-538,9,27,1524822.5,1
1083,k005,17,8,-538,10,27,1524852.5,2
1084,k005,17,9,-538,11,25,1524881.5,1
1085,k005,17,10,-538,12,24,1524910.5,1
1086,k005,17,11,-537,1,23,1524940.5,1
1087,k005,17,12,-537,2,22,1524970.5,2
1088,k006,1,1,-537,3,24,1525000.5,2
1089,k006,1,2,-537,4,22,1525029.5,2
1090,k006,1,3,-537,5,22,1525059.5,2
1091,k006,1,4,-537,6,20,1525088.5,2
1092,k006,1,5,-537,7,20,1525118.5,2
1093,k006,1,6,-537,8,19,1525148.5,3
1094,k006,1,7,-537,9,17,1525177.5,2
1095,k006,1,8,-537,10,16,1525206.5,2
1096,k006,1,9,-537,11,15,1525236.5,2
1097,k006,1,10,-537,12,14,1525265.5,1
1098,k006,1,11,-536,1,13,1525295.5,2
1099,k006,1,12,-536,2,11,1525324.5,1
1100,k006,2,1,-536,3,12,1525354.5,2
1101,k006,2,2,-536,4,10,1525383.5,1
1102,k006,2,3,-536,5,10,1525413.5,2
1103,k006,2,4,-536,6,9,1525443.5,2
1104,k006,2,5,-536,7,8,1525472.5,2
1105,k006,2,6,-536,8,7,1525502.5,2
1106,k006,2,6.5,-536,9,6,1525532.5,3
1107,k006,2,7,-536,10,5,1525561.5,2
1108,k006,2,8,-536,11,3,1525590.5,2
1109,k006,2,9,-536,12,3,1525620.5,2
1110,k006,2,10,-535,1,1,1525649.5,2
1111,k006,2,11,-535,1,30,1525678.5,1
1112,k006,2,12,-535,3,1,1525708.5,2
1113,k006,3,1,-535,3,31,1525738.5,2
1114,k006,3,2,-535,4,29,1525767.5,1
1115,k006,3,3,-535,5,29,1525797.5,2
1116,k006,3,4,-535,6,28,1525827.5,2
1117,k006,3,5,-535,7,27,1525856.5,2
1118,k006,3,6,-535,8,26,1525886.5,2
1119,k006,3,7,-535,9,25,1525916.5,3
1120,k006,3,8,-535,10,24,1525945.5,2
1121,k006,3,9,-535,11,22,1525974.5,2
1122,k006,3,10,-535,12,22,1526004.5,2
1123,k006,3,11,-534,1,20,1526033.5,2
1124,k006,3,12,-534,2,19,1526063.5,2
1125,k006,3,12.5,-534,3,20,1526092.5,2
1126,k006,4,1,-534,4,18,1526121.5,1
1127,k006,4,2,-534,5,18,1526151.5,2
1128,k006,4,3,-534,6,17,1526181.5,2
1129,k006,4,4,-534,7,16,1526210.5,2
1130,k006,4,5,-534,8,15,1526240.5,2
1131,k006,4,6,-534,9,14,1526270.5,2
1132,k006,4,7,-534,10,13,1526299.5,2
1133,k006,4,8,-534,11,12,1526329.5,2
1134,k006,4,9,-534,12,11,1526358.5,2
1135,k006,4,10,-533,1,9,1526387.5,1
1136,k006,4,11,-533,2,8,1526417.5,2
1137,k006,4,12,-533,3,9,1526446.5,1
1138,k006,5,1,-533,4,8,1526476.5,2
1139,k006,5,2,-533,5,7,1526505.5,1
1140,k006,5,3,-533,6,6,1526535.5,2
1141,k006,5,4,-533,7,6,1526565.5,2
1142,k006,5,5,-533,8,4,1526594.5,2
1143,k006,5,6,-533,9,3,1526624.5,2
1144,k006,5,7,-533,10,2,1526653.5,2
1145,k006,5,8,-533,11,1,1526683.5,2
1146,k006,5,9,-533,12,1,1526713.5,2
1147,k006,5,10,-533,12,30,1526742.5,2
1148,k006,5,11,-532,1,29,1526772.5,2
1149,k006,5,12,-532,2,27,1526801.5,2
1150,k006,6,1,-532,3,28,1526831.5,2
1151,k006,6,2,-532,4,26,1526860.5,2
